day,open,high,low,close,volume,Date,Symbol,DaysInPast,3 day avg,3 day avg offset,3 day slope,10 day avg,10 day avg offset,10 day slope,100 day avg,100 day avg offset,100 day slope
1999-06-22 00:00:00-04:00,44.815,44.97,44.47,44.815,1107000,1999-06-22,MMM,-7167,45.146666666666654,45.313333333333325,-0.003678093276445596,44.578500000000034,44.56900000000003,0.00021315263972722568,40.65075,40.58075,0.001724955798007683
1999-06-23 00:00:00-04:00,44.845,46.095,44.5,45.625,1622000,1999-06-23,MMM,-7166,45.188333333333325,45.146666666666654,0.0009229178972239682,44.77850000000003,44.578500000000034,0.0044864676918244355,40.71885,40.65075,0.001675245844172645
1999-06-24 00:00:00-04:00,45.5,45.5,44.0,44.375,1695800,1999-06-24,MMM,-7165,44.938333333333325,45.188333333333325,-0.005532401431047838,44.863000000000035,44.77850000000003,0.0018870663376398386,40.7776,40.71885,0.0014428207083450612
1999-06-25 00:00:00-04:00,44.5,44.94,43.94,44.125,1419600,1999-06-25,MMM,-7164,44.70833333333332,44.938333333333325,-0.005118124837740697,44.98150000000003,44.863000000000035,0.0026413748523281388,40.83945,40.7776,0.001516764105783561
1999-06-28 00:00:00-04:00,44.065,44.315,43.47,43.5,1447600,1999-06-28,MMM,-7161,43.99999999999999,44.70833333333332,-0.01584342963653298,44.869000000000035,44.98150000000003,-0.0025010282004823557,40.9013,40.83945,0.0015144670165734293
1999-06-29 00:00:00-04:00,43.5,43.815,43.0,43.53,2187400,1999-06-29,MMM,-7160,43.71833333333333,43.99999999999999,-0.006401515151515144,44.73150000000004,44.869000000000035,-0.003064476587398775,40.9541,40.9013,0.0012909125137831252
1999-06-30 00:00:00-04:00,43.565,43.72,43.125,43.47,2506800,1999-06-30,MMM,-7159,43.49999999999999,43.71833333333333,-0.004994090961076598,44.538000000000046,44.73150000000004,-0.004325810670332829,40.99785,40.9541,0.001068269111029246
1999-07-01 00:00:00-04:00,43.0,43.595,42.5,43.595,2212200,1999-07-01,MMM,-7158,43.53166666666666,43.49999999999999,0.0007279693486589952,44.36600000000005,44.538000000000046,-0.003861870762045823,41.0513,40.99785,0.0013037269027521687
1999-07-02 00:00:00-04:00,44.5,44.5,44.095,44.44,1388600,1999-07-02,MMM,-7157,43.83499999999999,43.53166666666666,0.006968107507944275,44.26000000000005,44.36600000000005,-0.0023892169679484636,41.11945,41.0513,0.0016601179499797284
1999-07-06 00:00:00-04:00,44.44,45.72,44.44,45.25,2234200,1999-07-06,MMM,-7153,44.42833333333332,43.83499999999999,0.013535607011140274,44.27250000000005,44.26000000000005,0.0002824220515138461,41.19505,41.11945,0.0018385459922251257
1999-07-07 00:00:00-04:00,45.19,45.375,45.0,45.19,985200,1999-07-07,MMM,-7152,44.95999999999999,44.42833333333332,0.011966837978767297,44.310000000000045,44.27250000000005,0.0008470269354564181,41.262550000000005,41.19505,0.001638546378751878
1999-07-08 00:00:00-04:00,45.315,45.53,45.03,45.375,1306800,1999-07-08,MMM,-7151,45.271666666666654,44.95999999999999,0.006932087781731929,44.285000000000046,44.310000000000045,-0.0005642067253441334,41.32940000000001,41.262550000000005,0.0016201131534527625
1999-07-09 00:00:00-04:00,45.375,45.375,44.69,44.78,1482600,1999-07-09,MMM,-7150,45.11499999999999,45.271666666666654,-0.00346058977285277,44.32550000000005,44.285000000000046,0.0009145308795303487,41.395,41.32940000000001,0.0015872478187439526
