day,open,high,low,close,volume,Date,Symbol,DaysInPast,3 day avg,3 day avg offset,3 day slope,10 day avg,10 day avg offset,10 day slope,100 day avg,100 day avg offset,100 day slope
1999-01-04 00:00:00-05:00,36.19,37.69,36.095,37.315,3661000,1999-01-04,MMM,-7336,,,,,,,,,
1999-01-05 00:00:00-05:00,37.375,38.375,37.25,37.53,2468600,1999-01-05,MMM,-7335,,,,,,,,,
1999-01-06 00:00:00-05:00,37.94,39.28,37.905,39.28,3169400,1999-01-06,MMM,-7334,38.041666666666664,,,,,,,,
1999-01-07 00:00:00-05:00,38.5,38.53,37.69,38.375,2173000,1999-01-07,MMM,-7333,38.395,38.041666666666664,0.009288061336254252,,,,,,
1999-01-08 00:00:00-05:00,38.25,39.0,37.5,38.565,2567000,1999-01-08,MMM,-7332,38.74,38.395,0.00898554499283758,,,,,,
1999-01-11 00:00:00-05:00,38.815,39.53,38.065,39.28,2351600,1999-01-11,MMM,-7329,38.74,38.74,0.0,,,,,,
1999-01-12 00:00:00-05:00,38.75,39.47,38.565,38.875,2082200,1999-01-12,MMM,-7328,38.906666666666666,38.74,0.00430218551023914,,,,,,
1999-01-13 00:00:00-05:00,38.0,38.03,37.28,37.625,2211000,1999-01-13,MMM,-7327,38.593333333333334,38.906666666666666,-0.008053461274845766,,,,,,
1999-01-14 00:00:00-05:00,37.5,37.5,36.03,36.065,3022400,1999-01-14,MMM,-7326,37.52166666666667,38.593333333333334,-0.027768181032993576,,,,,,
1999-01-15 00:00:00-05:00,36.345,37.28,36.22,37.28,2421200,1999-01-15,MMM,-7325,36.99,37.52166666666667,-0.014169590903033793,38.019000000000005,,,,,
1999-01-19 00:00:00-05:00,37.345,37.375,35.78,36.375,2792400,1999-01-19,MMM,-7321,36.57333333333333,36.99,-0.01126430566819874,37.925000000000004,38.019000000000005,-0.0024724479865330805,,,
1999-01-20 00:00:00-05:00,36.345,36.595,34.75,34.94,3944800,1999-01-20,MMM,-7320,36.19833333333333,36.57333333333333,-0.010253372220196866,37.66600000000001,37.925000000000004,-0.006829268292682747,,,
1999-01-21 00:00:00-05:00,35.155,36.655,34.97,36.295,3153400,1999-01-21,MMM,-7319,35.87,36.19833333333333,-0.009070399189649612,37.36750000000001,37.66600000000001,-0.007924919025115598,,,
1999-01-22 00:00:00-05:00,35.97,36.065,35.28,35.655,2218600,1999-01-22,MMM,-7318,35.629999999999995,35.87,-0.006690827989963814,37.0955,37.36750000000001,-0.007279052652706376,,,
1999-01-25 00:00:00-05:00,37.0,38.72,37.0,37.565,5789000,1999-01-25,MMM,-7315,36.504999999999995,35.629999999999995,0.024557956777996073,36.99550000000001,37.0955,-0.0026957447668853178,,,
1999-01-26 00:00:00-05:00,37.565,38.595,37.375,37.94,2897600,1999-01-26,MMM,-7314,37.05333333333333,36.504999999999995,0.01502077341003512,36.8615,36.99550000000001,-0.003622062142693231,,,
1999-01-28 00:00:00-05:00,37.25,38.19,37.25,37.815,2136800,1999-01-28,MMM,-7312,37.77333333333332,37.05333333333333,0.019431450161928532,36.7555,36.8615,-0.0028756290438533877,,,
1999-01-29 00:00:00-05:00,38.0,38.94,37.53,38.815,3128200,1999-01-29,MMM,-7311,38.18999999999999,37.77333333333332,0.011030709495234863,36.8745,36.7555,0.003237610697718703,,,
1999-02-01 00:00:00-05:00,39.0,39.875,38.5,38.5,3423800,1999-02-01,MMM,-7308,38.37666666666666,38.18999999999999,0.0048878414942829925,37.118,36.8745,0.006603479369211908,,,
1999-02-02 00:00:00-05:00,37.69,37.94,37.095,37.94,2636200,1999-02-02,MMM,-7307,38.41833333333332,38.37666666666666,0.0010857291757143484,37.184000000000005,37.118,0.0017781130448839512,,,
1999-02-03 00:00:00-05:00,37.94,37.94,36.75,37.315,2572600,1999-02-03,MMM,-7306,37.91833333333332,38.41833333333332,-0.013014619756192794,37.278000000000006,37.184000000000005,0.002527969018932906,,,
1999-02-04 00:00:00-05:00,37.375,38.97,36.97,38.25,3008800,1999-02-04,MMM,-7305,37.83499999999999,37.91833333333332,-0.002197705595358509,37.609,37.278000000000006,0.00887923171843972,,,
1999-02-05 00:00:00-05:00,38.375,39.75,38.155,39.095,2721400,1999-02-05,MMM,-7304,38.21999999999999,37.83499999999999,0.010175763182238807,37.889,37.609,0.007445026456433331,,,
1999-02-08 00:00:00-05:00,39.095,39.875,37.875,38.25,2723800,1999-02-08,MMM,-7301,38.53166666666666,38.21999999999999,0.008154543868829604,38.1485,37.889,0.006848953522130318,,,
1999-02-09 00:00:00-05:00,38.125,38.565,37.53,37.625,1660800,1999-02-09,MMM,-7300,38.32333333333332,38.53166666666666,-0.00540680825295218,38.1545,38.1485,0.00015728010275633977,,,
1999-02-10 00:00:00-05:00,37.845,38.315,37.5,37.69,1552600,1999-02-10,MMM,-7299,37.85499999999999,38.32333333333332,-0.012220579281551722,38.1295,38.1545,-0.0006552307067318031,,,
1999-02-11 00:00:00-05:00,37.94,38.75,37.625,38.44,1651000,1999-02-11,MMM,-7298,37.91833333333332,37.85499999999999,0.001673050675824398,38.192,38.1295,0.0016391507887593595,,,
1999-02-12 00:00:00-05:00,38.47,39.315,38.0,38.69,2112600,1999-02-12,MMM,-7297,38.27333333333332,37.91833333333332,0.009362225836226899,38.179500000000004,38.192,-0.00032729367406775597,,,
1999-02-16 00:00:00-05:00,38.815,38.94,37.875,38.22,2657600,1999-02-16,MMM,-7293,38.44999999999999,38.27333333333332,0.00461592057132911,38.1515,38.179500000000004,-0.0007333778598464044,,,
1999-02-17 00:00:00-05:00,38.44,38.625,37.845,38.03,1758400,1999-02-17,MMM,-7292,38.313333333333325,38.44999999999999,-0.003554399653229212,38.1605,38.1515,0.00023590160282034367,,,
1999-02-18 00:00:00-05:00,37.75,38.44,37.44,38.155,1582000,1999-02-18,MMM,-7291,38.13499999999999,38.313333333333325,-0.004654602401252861,38.2445,38.1605,0.002201229019535991,,,
1999-02-19 00:00:00-05:00,38.095,38.47,37.72,38.375,1922400,1999-02-19,MMM,-7290,38.18666666666666,38.13499999999999,0.0013548358900398435,38.257,38.2445,0.0003268443828523248,,,
1999-02-22 00:00:00-05:00,38.405,39.375,38.22,39.25,2675000,1999-02-22,MMM,-7287,38.59333333333333,38.18666666666666,0.010649441340782115,38.2725,38.257,0.0004051546122279049,,,
1999-02-23 00:00:00-05:00,38.875,39.0,37.905,38.905,2283400,1999-02-23,MMM,-7286,38.84333333333333,38.59333333333333,0.006477802729314218,38.338,38.2725,0.0017114115879548009,,,
1999-02-24 00:00:00-05:00,38.875,39.0,37.78,38.095,1942400,1999-02-24,MMM,-7285,38.74999999999999,38.84333333333333,-0.002402814725821687,38.385000000000005,38.338,0.0012259377119308297,,,
1999-02-25 00:00:00-05:00,37.905,38.065,36.815,37.625,2580400,1999-02-25,MMM,-7284,38.20833333333332,38.74999999999999,-0.01397849462365604,38.3785,38.385000000000005,-0.00016933698059144495,,,
1999-02-26 00:00:00-05:00,37.72,38.03,36.75,37.03,2112800,1999-02-26,MMM,-7283,37.58333333333332,38.20833333333332,-0.01635768811341331,38.237500000000004,38.3785,-0.0036739320192294704,,,
1999-03-01 00:00:00-05:00,36.97,37.065,36.22,36.78,1825400,1999-03-01,MMM,-7280,37.14499999999999,37.58333333333332,-0.01166297117516628,38.04650000000001,38.237500000000004,-0.004995096436743913,,,
1999-03-02 00:00:00-05:00,36.905,37.595,36.905,37.19,1666800,1999-03-02,MMM,-7279,36.99999999999999,37.14499999999999,-0.003903620944945378,37.94350000000001,38.04650000000001,-0.0027072135413244718,,,
1999-03-03 00:00:00-05:00,37.375,37.5,36.75,37.405,2417600,1999-03-03,MMM,-7278,37.12499999999999,36.99999999999999,0.003378378378378379,37.88100000000001,37.94350000000001,-0.0016471859475272442,,,
1999-03-04 00:00:00-05:00,37.405,38.375,37.28,37.595,3049200,1999-03-04,MMM,-7277,37.396666666666654,37.12499999999999,0.007317620650953838,37.82500000000001,37.88100000000001,-0.001478313666481808,,,
1999-03-05 00:00:00-05:00,37.97,38.655,37.595,38.565,3117200,1999-03-05,MMM,-7276,37.85499999999999,37.396666666666654,0.012255994295391814,37.84400000000001,37.82500000000001,0.0005023132848644639,,,
1999-03-08 00:00:00-05:00,38.44,38.75,38.155,38.44,1953400,1999-03-08,MMM,-7273,38.19999999999999,37.85499999999999,0.00911372341830667,37.76300000000001,37.84400000000001,-0.0021403657118696743,,,
1999-03-09 00:00:00-05:00,38.0,39.47,38.0,38.905,3018200,1999-03-09,MMM,-7272,38.636666666666656,38.19999999999999,0.011431064572425853,37.76300000000001,37.76300000000001,0.0,,,
1999-03-10 00:00:00-05:00,38.97,40.69,38.875,40.25,4502800,1999-03-10,MMM,-7271,39.19833333333332,38.636666666666656,0.014537140885169551,37.97850000000001,37.76300000000001,0.0057066440695918924,,,
1999-03-11 00:00:00-05:00,40.0,40.375,39.565,40.065,2659600,1999-03-11,MMM,-7270,39.73999999999999,39.19833333333332,0.013818614737021074,38.22250000000001,37.97850000000001,0.006424687652224277,,,
1999-03-12 00:00:00-05:00,40.03,40.565,40.0,40.19,3039000,1999-03-12,MMM,-7269,40.16833333333332,39.73999999999999,0.010778392887099515,38.53850000000001,38.22250000000001,0.00826738177774877,,,
1999-03-15 00:00:00-05:00,40.315,40.47,39.53,39.845,2360800,1999-03-15,MMM,-7266,40.033333333333324,40.16833333333332,-0.0033608563960001174,38.84500000000001,38.53850000000001,0.007953085875163789,,,
1999-03-16 00:00:00-05:00,40.22,40.22,39.095,39.28,1827400,1999-03-16,MMM,-7265,39.771666666666654,40.033333333333324,-0.006536219816819408,39.054000000000016,38.84500000000001,0.005380357832410944,,,
1999-03-17 00:00:00-05:00,39.28,39.345,37.78,38.19,5568000,1999-03-17,MMM,-7264,39.10499999999999,39.771666666666654,-0.016762351757951585,39.132500000000014,39.054000000000016,0.002010037384134742,,,
1999-03-18 00:00:00-05:00,37.94,37.94,36.565,36.815,5286200,1999-03-18,MMM,-7263,38.09499999999999,39.10499999999999,-0.02582789924562072,39.05450000000002,39.132500000000014,-0.0019932281351816477,,,
1999-03-19 00:00:00-05:00,37.065,37.065,35.625,35.75,4685200,1999-03-19,MMM,-7262,36.91833333333332,38.09499999999999,-0.03088769304808163,38.77300000000002,39.05450000000002,-0.0072078761730402655,,,
1999-03-22 00:00:00-05:00,36.03,36.345,35.75,36.22,2436000,1999-03-22,MMM,-7259,36.261666666666656,36.91833333333332,-0.017787007358584257,38.551000000000016,38.77300000000002,-0.005725633817347154,,,
1999-03-23 00:00:00-05:00,36.28,36.47,35.53,35.815,2408400,1999-03-23,MMM,-7258,35.92833333333332,36.261666666666656,-0.009192443811187272,38.24200000000002,38.551000000000016,-0.008015356281289653,,,
1999-03-24 00:00:00-05:00,35.815,36.19,35.345,35.69,1765400,1999-03-24,MMM,-7257,35.908333333333324,35.92833333333332,-0.0005566637287190989,37.786000000000016,38.24200000000002,-0.011924062549029937,,,
1999-03-25 00:00:00-05:00,35.94,36.065,35.125,35.44,3027600,1999-03-25,MMM,-7256,35.64833333333332,35.908333333333324,-0.007240659085634862,37.32350000000002,37.786000000000016,-0.012239983062509882,,,
1999-03-26 00:00:00-05:00,35.125,35.565,34.94,35.155,2403600,1999-03-26,MMM,-7255,35.42833333333332,35.64833333333332,-0.006171396512225881,36.82000000000002,37.32350000000002,-0.013490160354736163,,,
1999-03-29 00:00:00-05:00,34.69,35.845,34.655,35.655,2060200,1999-03-29,MMM,-7252,35.41666666666666,35.42833333333332,-0.0003293032883284518,36.401000000000025,36.82000000000002,-0.01137968495382935,,,
1999-03-30 00:00:00-05:00,35.5,35.565,35.0,35.125,2018000,1999-03-30,MMM,-7251,35.31166666666666,35.41666666666666,-0.0029647058823528537,35.98550000000002,36.401000000000025,-0.011414521579077533,,,
1999-03-31 00:00:00-05:00,35.375,35.69,35.03,35.375,2101000,1999-03-31,MMM,-7250,35.38499999999999,35.31166666666666,0.002076745173927331,35.70400000000002,35.98550000000002,-0.0078225952119604,,,
1999-04-01 00:00:00-05:00,35.5,36.5,35.44,36.375,2106800,1999-04-01,MMM,-7249,35.62499999999999,35.38499999999999,0.00678253497244601,35.660000000000025,35.70400000000002,-0.0012323549182163597,,,
1999-04-05 00:00:00-04:00,36.69,36.845,36.0,36.5,2704400,1999-04-05,MMM,-7245,36.08333333333332,35.62499999999999,0.01286549707602326,35.73500000000003,35.660000000000025,0.0021031968592261016,,,
1999-04-06 00:00:00-04:00,36.125,36.25,35.78,35.97,1618800,1999-04-06,MMM,-7244,36.28166666666666,36.08333333333332,0.005496535796766866,35.71000000000002,35.73500000000003,-0.0006995942353436593,,,
1999-04-07 00:00:00-04:00,35.815,35.875,35.25,35.655,1504800,1999-04-07,MMM,-7243,36.04166666666666,36.28166666666666,-0.006614911112131987,35.694000000000024,35.71000000000002,-0.0004480537664519246,,,
1999-04-08 00:00:00-04:00,35.44,36.25,35.25,35.845,1810600,1999-04-08,MMM,-7242,35.82333333333332,36.04166666666666,-0.006057803468208105,35.70950000000002,35.694000000000024,0.00043424665209827534,,,
1999-04-09 00:00:00-04:00,35.625,35.875,35.22,35.595,1668400,1999-04-09,MMM,-7241,35.69833333333332,35.82333333333332,-0.003489345863962037,35.725000000000016,35.70950000000002,0.00043405816379383193,,,
1999-04-12 00:00:00-04:00,35.065,35.565,35.03,35.5,1691600,1999-04-12,MMM,-7238,35.646666666666654,35.69833333333332,-0.001447313133199573,35.75950000000002,35.725000000000016,0.000965710286913962,,,
1999-04-13 00:00:00-04:00,35.625,36.5,35.5,36.44,2185800,1999-04-13,MMM,-7237,35.84499999999999,35.646666666666654,0.005563867589302537,35.83800000000001,35.75950000000002,0.00219522085040314,,,
1999-04-14 00:00:00-04:00,36.315,38.315,36.065,37.625,5097400,1999-04-14,MMM,-7236,36.521666666666654,35.84499999999999,0.01887757474310678,36.08800000000001,35.83800000000001,0.006975835705117472,,,
1999-04-15 00:00:00-04:00,38.125,39.97,38.03,39.625,6618800,1999-04-15,MMM,-7235,37.896666666666654,36.521666666666654,0.03764888422397665,36.51300000000001,36.08800000000001,0.011776767900687324,,,
1999-04-16 00:00:00-04:00,40.25,40.25,39.5,39.97,4517800,1999-04-16,MMM,-7234,39.07333333333332,37.896666666666654,0.031049344709297294,36.87250000000002,36.51300000000001,0.009845808342234382,,,
1999-04-19 00:00:00-04:00,40.47,42.5,40.345,42.125,7538000,1999-04-19,MMM,-7231,40.57333333333332,39.07333333333332,0.0383893533526702,37.43500000000002,36.87250000000002,0.015255271543833474,,,
1999-04-20 00:00:00-04:00,42.03,42.375,40.69,40.815,4546000,1999-04-20,MMM,-7230,40.96999999999999,40.57333333333332,0.009776536312849204,37.91950000000001,37.43500000000002,0.012942433551489163,,,
1999-04-21 00:00:00-04:00,40.94,41.375,40.19,41.315,2093000,1999-04-21,MMM,-7229,41.41833333333332,40.96999999999999,0.010942966398177463,38.485500000000016,37.91950000000001,0.014926357151333808,,,
1999-04-22 00:00:00-04:00,41.25,41.25,39.69,39.97,2084000,1999-04-22,MMM,-7228,40.69999999999999,41.41833333333332,-0.017343366464126205,38.89800000000001,38.485500000000016,0.010718322485091636,,,
1999-04-23 00:00:00-04:00,40.19,41.0,40.155,40.405,1779400,1999-04-23,MMM,-7227,40.563333333333325,40.69999999999999,-0.0033579033579032727,39.379000000000005,38.89800000000001,0.012365674327728789,,,
1999-04-26 00:00:00-04:00,40.405,41.5,40.28,40.94,1748800,1999-04-26,MMM,-7224,40.438333333333325,40.563333333333325,-0.0030816007888898028,39.92300000000001,39.379000000000005,0.01381446964117941,,,
1999-04-27 00:00:00-04:00,40.94,41.5,40.315,40.405,1938600,1999-04-27,MMM,-7223,40.58333333333332,40.438333333333325,0.0035857066314964195,40.31950000000001,39.92300000000001,0.009931618365353383,,,
1999-04-28 00:00:00-04:00,40.345,42.47,40.315,42.25,3297600,1999-04-28,MMM,-7222,41.19833333333332,40.58333333333332,0.015154004106776234,40.78200000000001,40.31950000000001,0.011470876374955008,,,
1999-04-29 00:00:00-04:00,42.5,43.25,42.5,42.815,4517000,1999-04-29,MMM,-7221,41.82333333333332,41.19833333333332,0.015170516606658848,41.10100000000001,40.78200000000001,0.007822078367907472,,,
1999-04-30 00:00:00-04:00,44.25,45.5,44.22,44.5,10503000,1999-04-30,MMM,-7220,43.188333333333325,41.82333333333332,0.03263728381286369,41.55400000000001,41.10100000000001,0.011021629644047485,,,
1999-05-03 00:00:00-04:00,45.125,47.625,45.0,46.94,7809200,1999-05-03,MMM,-7217,44.75166666666666,43.188333333333325,0.036198047312159906,42.035500000000006,41.55400000000001,0.011587332146123041,,,
1999-05-04 00:00:00-04:00,46.845,47.47,46.53,46.97,6171400,1999-05-04,MMM,-7216,46.136666666666656,44.75166666666666,0.03094856802353726,42.651,42.035500000000006,0.014642385602645316,,,
1999-05-05 00:00:00-04:00,47.03,47.125,45.625,46.19,4922000,1999-05-05,MMM,-7215,46.69999999999999,46.136666666666656,0.012210100426269764,43.13850000000001,42.651,0.01142997819511862,,,
1999-05-06 00:00:00-04:00,45.5,46.315,45.25,46.065,2370400,1999-05-06,MMM,-7214,46.408333333333324,46.69999999999999,-0.006245538900785105,43.748000000000005,43.13850000000001,0.014128910370086975,,,
1999-05-07 00:00:00-04:00,46.19,46.44,45.75,46.44,2207800,1999-05-07,MMM,-7213,46.231666666666655,46.408333333333324,-0.0038067875740708085,44.3515,43.748000000000005,0.013794916339032567,,,
1999-05-10 00:00:00-04:00,46.19,47.22,46.065,47.095,2422200,1999-05-10,MMM,-7210,46.533333333333324,46.231666666666655,0.006525109052236984,44.967,44.3515,0.013877771890465875,,,
1999-05-11 00:00:00-04:00,47.19,48.19,46.78,47.5,3997400,1999-05-11,MMM,-7209,47.011666666666656,46.533333333333324,0.010279369627507131,45.6765,44.967,0.015778237374074286,,,
1999-05-12 00:00:00-04:00,47.47,47.47,46.5,46.94,2310200,1999-05-12,MMM,-7208,47.17833333333332,47.011666666666656,0.003545219271811912,46.1455,45.6765,0.010267862029708958,,,
1999-05-13 00:00:00-04:00,47.065,47.065,45.03,45.47,2846000,1999-05-13,MMM,-7207,46.636666666666656,47.17833333333332,-0.01148125905253113,46.410999999999994,46.1455,0.005753540431894678,,,
1999-05-14 00:00:00-04:00,45.315,45.75,44.655,45.155,2142400,1999-05-14,MMM,-7206,45.85499999999999,46.636666666666656,-0.016760774783789574,46.4765,46.410999999999994,0.001411303354808283,,,
1999-05-17 00:00:00-04:00,45.155,45.28,44.53,44.625,1472200,1999-05-17,MMM,-7203,45.08333333333332,45.85499999999999,-0.016828408388761717,46.245,46.4765,-0.004981011909244544,,,
1999-05-18 00:00:00-04:00,44.375,44.375,43.03,44.03,1849400,1999-05-18,MMM,-7202,44.603333333333325,45.08333333333332,-0.010646950092421375,45.951,46.245,-0.006357444048005124,,,
1999-05-19 00:00:00-04:00,44.0,44.845,43.905,44.69,1301600,1999-05-19,MMM,-7201,44.44833333333332,44.603333333333325,-0.0034750766011509117,45.801,45.951,-0.003264346804204448,,,
1999-05-20 00:00:00-04:00,44.565,45.155,44.44,44.72,1248600,1999-05-20,MMM,-7200,44.47999999999999,44.44833333333332,0.0007124376617045925,45.6665,45.801,-0.002936617104430094,,,
1999-05-21 00:00:00-04:00,44.565,44.815,44.22,44.47,1561800,1999-05-21,MMM,-7199,44.62666666666666,44.47999999999999,0.0032973621103117878,45.4695,45.6665,-0.00431388435724224,,,
1999-05-24 00:00:00-04:00,44.47,45.47,44.405,44.905,1804800,1999-05-24,MMM,-7196,44.69833333333332,44.62666666666666,0.0016059157454436537,45.2505,45.4695,-0.00481641539933349,,,
1999-05-25 00:00:00-04:00,45.03,45.845,44.75,44.815,1723800,1999-05-25,MMM,-7195,44.72999999999999,44.69833333333332,0.0007084529624519847,44.982,45.2505,-0.005933636092418936,,,
1999-05-26 00:00:00-04:00,44.69,44.875,43.72,44.405,1789800,1999-05-26,MMM,-7194,44.70833333333332,44.72999999999999,-0.0004843878083315064,44.728500000000004,44.982,-0.005635587568360576,,,
1999-05-27 00:00:00-04:00,44.315,44.375,42.0,43.0,2532200,1999-05-27,MMM,-7193,44.07333333333332,44.70833333333332,-0.014203168685927265,44.481500000000004,44.728500000000004,-0.005522206199626633,39.458750000000016,,
1999-05-28 00:00:00-04:00,42.625,43.595,42.53,42.875,1602600,1999-05-28,MMM,-7192,43.426666666666655,44.07333333333332,-0.014672515504462299,44.25350000000001,44.481500000000004,-0.005125726425592537,39.514350000000015,39.458750000000016,0.0014090664301326904
1999-06-01 00:00:00-04:00,42.75,44.095,41.625,44.095,3215200,1999-06-01,MMM,-7188,43.32333333333332,43.426666666666655,-0.002379490328523144,44.20050000000001,44.25350000000001,-0.0011976453839808662,39.58000000000001,39.514350000000015,0.0016614217366601744
1999-06-02 00:00:00-04:00,44.095,44.69,43.375,44.655,2228800,1999-06-02,MMM,-7187,43.87499999999999,43.32333333333332,0.012733707778718233,44.26300000000001,44.20050000000001,0.00141401115371998,39.633750000000006,39.58000000000001,0.0013580090955026209
1999-06-03 00:00:00-04:00,44.655,44.875,44.155,44.625,1231000,1999-06-03,MMM,-7186,44.45833333333332,43.87499999999999,0.013295346628679856,44.25650000000001,44.26300000000001,-0.0001468495131374424,39.696250000000006,39.633750000000006,0.00157693884631154
1999-06-04 00:00:00-04:00,44.625,45.065,43.5,43.875,1537400,1999-06-04,MMM,-7185,44.38499999999999,44.45833333333332,-0.001649484536082413,44.17200000000001,44.25650000000001,-0.0019093240540937139,39.74935000000001,39.696250000000006,0.0013376578392165653
1999-06-07 00:00:00-04:00,43.875,45.75,43.875,45.345,1772600,1999-06-07,MMM,-7182,44.61499999999999,44.38499999999999,0.005181930832488384,44.25950000000002,44.17200000000001,0.0019808928733135393,39.81,39.74935000000001,0.0015258111138923133
1999-06-08 00:00:00-04:00,45.125,45.345,44.405,44.72,1820800,1999-06-08,MMM,-7181,44.646666666666654,44.61499999999999,0.0007097762337031559,44.24100000000002,44.25950000000002,-0.00041798935821678866,39.86845,39.81,0.0014682240643054648
1999-06-09 00:00:00-04:00,44.625,44.655,43.5,43.625,1515600,1999-06-09,MMM,-7180,44.563333333333325,44.646666666666654,-0.0018665073913691642,44.12200000000002,44.24100000000002,-0.0026898126172554804,39.928450000000005,39.86845,0.0015049494023470255
1999-06-10 00:00:00-04:00,43.5,43.97,43.0,43.53,1531400,1999-06-10,MMM,-7179,43.95833333333332,44.563333333333325,-0.013576183708579641,44.03450000000002,44.12200000000002,-0.0019831376637504767,40.0031,39.928450000000005,0.0018695942366908386
1999-06-11 00:00:00-04:00,43.5,44.0,42.815,42.94,1401600,1999-06-11,MMM,-7178,43.36499999999999,43.95833333333332,-0.013497630331753567,44.02850000000002,44.03450000000002,-0.0001362567986465209,40.0597,40.0031,0.0014148903459980846
1999-06-14 00:00:00-04:00,43.095,44.875,43.095,44.625,1516200,1999-06-14,MMM,-7175,43.69833333333332,43.36499999999999,0.007686690495407259,44.20350000000003,44.02850000000002,0.003974698206843389,40.1422,40.0597,0.002059426306238018
1999-06-15 00:00:00-04:00,44.905,45.125,44.595,44.905,1496000,1999-06-15,MMM,-7174,44.15666666666666,43.69833333333332,0.010488576986155134,44.28450000000002,44.20350000000003,0.0018324340832738565,40.24185000000001,40.1422,0.0024824249791990474
1999-06-16 00:00:00-04:00,44.905,45.655,44.595,45.405,1588600,1999-06-16,MMM,-7173,44.978333333333325,44.15666666666666,0.01860798671397295,44.359500000000025,44.28450000000002,0.00169359482437428,40.332950000000004,40.24185000000001,0.002263812424130533
1999-06-17 00:00:00-04:00,45.405,45.405,44.94,45.315,1049800,1999-06-17,MMM,-7172,45.20833333333332,44.978333333333325,0.0051135732019119634,44.42850000000003,44.359500000000025,0.0015554728975755493,40.429550000000006,40.332950000000004,0.0023950640853198746
1999-06-18 00:00:00-04:00,45.75,45.875,45.065,45.5,2019000,1999-06-18,MMM,-7171,45.40666666666666,45.20833333333332,0.004387096774193646,44.59100000000002,44.42850000000003,0.0036575621504213334,40.508900000000004,40.429550000000006,0.0019626733416522823
1999-06-21 00:00:00-04:00,45.345,45.875,45.0,45.125,1006600,1999-06-21,MMM,-7168,45.313333333333325,45.40666666666666,-0.002055498458376165,44.56900000000003,44.59100000000002,-0.0004933731021953163,40.58075,40.508900000000004,0.001773684301474435
